ItemName,ItemID,BasePrice,SellPrice,PriceCoefficient,Weight,Width,Height,InventorySize,CategoryID,SubcategoryID,ShopName,PriceSource,StackCapacity,VisualName,CatalogVisualPath,IconVisualName,CatalogIconPath,DroppedVisualName,CatalogDroppedPath
Key_Port_CentralCargoStorage_3F_Stairs_NW,f11152bd-97a7-443f-9c00-a158d4e1b561,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_CentralCargoStorage_Restroom,dd2851e4-bbd6-4765-8b37-b3e0a371bcf7,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab,Keys/Perforated_Key/Perforated_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key_GUI.prefab,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab
Key_Port_CoastGuardBay_CoastGuardHouse_E,bb0ad5c5-d138-409e-8e47-451c8266781c,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_FuelReserveMaintenanceTunnels_GasStorage,bdd46602-c593-45c3-9133-d4fa3640c55d,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab
Key_Port_FuelStorage_InventoryClerk,ad851ae1-96cd-402c-9373-39b67cb20b9f,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_GeologicFieldStation,094389bd-0201-434b-aab3-2af58deac5f7,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Items/Keys/Card_Key/Card_Key.prefab,Assets/Prefabs/Items/Keys/Card_Key/Card_Key.prefab,Items/Keys/Card_Key/Card_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Card_Key/Card_Key_GUI.prefab,Items/Keys/Card_Key/Card_Key.prefab,Assets/Prefabs/Items/Keys/Card_Key/Card_Key.prefab
Key_Port_LoadingAreaAdministration_Communications,d525b466-8a7a-46f4-8869-57941d764abb,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,,
Key_Port_LoadingAreaAdministration_Entrance_Stairs,73292b56-7b67-461d-96c2-529550fa91f9,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab,Keys/Disk_Key/Disk_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key_GUI.prefab,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab
Key_Port_LoadingAreaAdministration_Maintenance,5cd79e64-f0c6-4656-9aa2-11660f7451c0,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_LoadingAreaAdministration_QualityControl,d4744eac-fa1b-45bf-89ce-14a919c90feb,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab
Key_Port_LoadingAreaAdministration_Registrations,fb12431a-8f19-4b1e-9678-749b21049b1f,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab
Key_Port_Logistics_Basement,917e09f1-ba60-4e37-92e8-df199163214c,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_Logistics_Checkpoint_NE,440b3fe9-8ee0-41af-ba88-9ee13d4b4bec,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_Checkpoint_NW,396458cc-55e7-4eb0-a550-4b56d5e6029f,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_Checkpoint_S,31213172-b75d-461e-b6bc-3105f0eb2a48,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_Checkpoint_SE,52f54254-9871-4f8d-b7f4-20759cd4d29f,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_CheckpointBooth_NE,7c1b65cf-30d9-4770-bcd7-0a2a16566fab,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_CheckpointBooth_NW,ef58b782-051d-49f2-a964-36978eb805c3,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_Distribution,57afaf2c-01e5-460b-933f-0aa6e6f2cb2a,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab,Keys/Disk_Key/Disk_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key_GUI.prefab,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab
Key_Port_Logistics_PackagingStorage,56f8fda3-a74b-44e5-a81c-9051325db082,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab
Key_Port_Logistics_SecurityRoom_Parking,4934e722-10b8-43b0-ab36-50b8935e7393,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_SecurityRoom_SE,9be34d16-9635-4c4d-902a-932a5f99a9fa,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_Sorting,f5b0d73b-f72f-48d1-a897-cccaee15176e,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_Logistics_TemporaryStorage,ba9069df-c0e7-4214-b89c-c876c48a45cc,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_MachineShopB_Storage,59cf62dc-5fe5-40c2-b717-90d99fc7b017,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab
Key_Port_MainDocks_SpecialCargo,6874b818-68aa-4492-bbb5-ed284666fe89,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_ParkingGarage_Manager,a03d7355-80c9-4571-b685-4594d94f2f31,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/FingerPin_Key/FingerPin_Key.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key.prefab,Keys/FingerPin_Key/FingerPin_Key_GUI.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key_GUI.prefab,Keys/FingerPin_Key/FingerPin_Key.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key.prefab
Key_Port_ParkingGarage_Security,e049debd-c596-4133-b565-8b822a3bbcd5,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_PortAdministration_Accounting,2896b559-5096-4f04-a655-82a0ed7baa88,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab,Keys/Disk_Key/Disk_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key_GUI.prefab,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab
Key_Port_PortAdministration_ITSupport,2bcde773-74f2-4000-87c3-8d39b5a7b770,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab,Keys/Disk_Key/Disk_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key_GUI.prefab,Keys/Disk_Key/Disk_Key.prefab,Assets/Prefabs/Items/Keys/Disk_Key/Disk_Key.prefab
Key_Port_PortAdministration_LostAndFound,7702f7c9-e646-4aad-b132-b8628d7f148d,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_PortAdministration_Manager,5845f48a-bf81-4e58-ac44-6be204d80496,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/FingerPin_Key/FingerPin_Key.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key.prefab,Keys/FingerPin_Key/FingerPin_Key_GUI.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key_GUI.prefab,Keys/FingerPin_Key/FingerPin_Key.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key.prefab
Key_Port_PortAdministration_Stairs,eae14b76-a563-4bfd-b842-baa4e4ab5d73,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Port_SandReserveMaintenanceTunnels_Electrical,50c14ca0-adba-4e35-aaf3-1cfcaf274519,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_SandReserveMaintenanceTunnels_Stockroom_B,7b8cc137-de58-4600-a98e-75b17d654d39,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab,Keys/English_Key/English_Key_GUI.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key_GUI.prefab,Keys/English_Key/English_Key.prefab,Assets/Prefabs/Items/Keys/English_Key/English_Key.prefab
Key_Port_SandReserveMaintenanceTunnels_UtilityMaintenance,44fa6746-7a31-478e-81c7-f0a34b061cbc,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab,Keys/Perforated_Key/Perforated_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key_GUI.prefab,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab
Key_Port_Ship_Bridge,6ae85c11-9cbf-4643-aaa0-6f742dea51c4,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_Ship_Maintenance_E,bfe1dc7f-5d07-48ca-a80c-bab260388d99,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_Ship_Maintenance_W,119bfd35-395b-48bb-8a40-131be8124b57,100,100,1.00,0.08,1,1,1,23,,None (default),Repository TextAsset,,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab,Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key_GUI.prefab,Keys/Leverlock_Key/Leverlock_Key.prefab,Assets/Prefabs/Items/Keys/Leverlock_Key/Leverlock_Key.prefab
Key_Port_Substation_Maintenance_B,27eab967-cd73-464c-84ec-b68b2857b7c1,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab,Keys/Perforated_Key/Perforated_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key_GUI.prefab,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab
Key_Port_WaterPurification_Chief,d58a2790-d5a9-495f-9f67-72dd4969e008,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/FingerPin_Key/FingerPin_Key.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key.prefab,Keys/FingerPin_Key/FingerPin_Key_GUI.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key_GUI.prefab,Keys/FingerPin_Key/FingerPin_Key.prefab,Assets/Prefabs/Items/Keys/FingerPin_Key/FingerPin_Key.prefab
Key_Port_WaterPurification_SecurityRoom,0adadfe8-c3bf-4565-b99c-4d2ab5392278,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Warehouse_CargoStorageC_InventoryClerk,4003b962-f553-4032-b83e-d9f99e2b3345,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Warehouse_CargoStorageD_Supervisor,a390b113-9e19-41b0-96f5-cc482b443b65,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Warehouse_Electrical,88c6a32a-85a6-4fa2-9e96-3b7b17abac40,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab,Keys/Perforated_Key/Perforated_Key_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key_GUI.prefab,Keys/Perforated_Key/Perforated_Key.prefab,Assets/Prefabs/Items/Keys/Perforated_Key/Perforated_Key.prefab
Key_Warehouse_Logistics_Basement_BackEntrance,8bc47367-29ad-4db5-9a13-d5b06a4ebe12,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Warehouse_Logistics_Basement_MainEntrance,2472cfae-0f4c-4de1-bdd8-25b53751e61f,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Warehouse_QuarantineBay_ControlRoom,7c5908e3-f519-4a77-bd06-e0242bc3376d,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
Key_Warehouse_QuarantineGate,84905e18-27e0-4e21-861b-09ad645683b7,100,100,1.00,0.05,1,1,1,23,,None (default),Repository TextAsset,,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab,Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2_GUI.prefab,Keys/Perforated_Key_2/Perforated_Key_2.prefab,Assets/Prefabs/Items/Keys/Perforated_Key_2/Perforated_Key_2.prefab
